ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText
1,77,18,2023-12-23,3,"Average experience, nothing special."
2,80,19,2024-12-25,5,The quality is  top-notch.
3,50,13,2025-01-26,4,Five stars for the quick delivery.
4,78,15,2025-04-21,3,"Good quality, but could be cheaper."
5,64,2,2023-07-16,3,"Average experience, nothing special."
6,81,1,2025-12-21,4,Customer support was very helpful.
7,16,1,2024-01-29,3,"Average experience, nothing special."
8,55,8,2024-08-15,5,The quality  is top-notch.
9,3,13,2023-09-01,4,"I love this product, will buy again!"
10,78,6,2024-06-17,5,"Excellent product, highly recommend!"
11,54,9,2023-07-17,4,"Great purchase, very satisfied."
12,77,2,2025-01-13,2,Product did  not meet my expectations.
13,93,6,2024-08-20,5,"Great purchase, very satisfied."
14,23,2,2025-06-16,4,"Good quality, but could be cheaper."
15,29,11,2023-01-27,5,"Great purchase, very satisfied."
16,95,17,2023-01-06,5,"Excellent product, highly recommend!"
17,88,4,2025-10-29,3,Not worth the money.
18,17,16,2024-11-23,4,Shipping was fast and the item was well-packaged.
19,34,13,2024-01-04,4,The quality is top-notch.
20,34,6,2023-04-29,1,I had a bad experience with this product.
21,22,15,2023-04-08,5,Amazing value for the price.
22,52,3,2025-10-30,4,The quality is top-notch.
23,69,18,2023-07-02,5,Five stars for the quick delivery.
24,100,4,2025-07-18,3,"I love this  product, will buy again!"
25,55,20,2024-12-19,4,Shipping was fast and the item was well-packaged.
26,76,11,2024-08-21,4,Five stars for the quick delivery.
27,56,6,2025-11-24,4,The quality is top-notch.
28,76,8,2025-05-27,5,Five stars for the quick delivery.
29,38,13,2023-05-31,4,"I love this product, will buy again!"
30,84,6,2024-03-18,4,Five stars for the quick delivery.
31,93,4,2025-08-25,3,"Good quality, but could be  cheaper."
32,91,1,2023-07-15,4,The quality is top-notch.
33,30,2,2023-02-21,4,Shipping was fast and the item was well-packaged.
34,81,15,2024-03-30,5,"Excellent product, highly recommend!"
35,27,12,2024-03-13,3,"Average experience, nothing special."
36,96,9,2025-12-05,3,"Good quality, but could be cheaper."
37,38,3,2023-09-11,3,"Average experience, nothing  special."
38,45,17,2024-05-07,5,"Great purchase, very satisfied."
39,54,1,2023-10-02,5,Customer support was very helpful.
40,33,2,2025-01-03,5,Five stars  for the quick delivery.
41,93,17,2025-05-15,3,"Average experience, nothing special."
42,72,15,2023-03-21,5,Five stars for the quick delivery.
43,84,15,2025-02-02,4,Exceeded my  expectations!
44,44,17,2023-04-20,5,"Excellent product,  highly recommend!"
45,11,16,2023-03-23,3,Not worth the money.
46,27,5,2025-05-07,4,Five stars for the quick delivery.
47,19,13,2024-06-01,4,Five stars for the quick delivery.
48,70,17,2023-10-08,4,Shipping was fast and the item  was well-packaged.
49,3,7,2025-06-09,3,"Good quality, but could  be cheaper."
50,62,4,2023-01-07,1,The product stopped working after a month.
51,49,17,2023-04-14,4,Five stars for the quick delivery.
52,75,11,2024-04-07,4,"I love this product, will buy again!"
53,73,18,2025-12-28,4,Five stars for  the quick delivery.
54,33,8,2023-05-03,5,"Excellent product, highly recommend!"
55,57,9,2025-11-03,3,Customer support was  very helpful.
56,15,10,2025-12-11,3,Shipping was fast and the item was well-packaged.
57,41,10,2024-04-06,2,Disappointed with the performance.
58,78,7,2024-07-16,2,"The product  is okay, but the instructions were unclear."
59,98,9,2024-09-01,4,The build quality is impressive.
60,11,16,2023-12-27,4,"Great purchase, very satisfied."
61,50,19,2023-02-24,4,"Great purchase,  very satisfied."
62,35,17,2023-03-18,2,"Average experience, nothing special."
63,93,2,2025-01-05,4,Five stars for the quick delivery.
64,86,11,2025-10-30,4,Customer support was very helpful.
65,34,3,2024-06-15,1,Not worth the money.
66,94,16,2023-06-17,4,"I love this product, will buy  again!"
67,67,13,2025-04-12,3,"Average experience, nothing special."
68,38,7,2023-03-23,3,"The product is okay, but the instructions were unclear."
69,77,12,2025-08-03,3,Five stars for the quick delivery.
70,93,5,2024-01-30,4,Shipping was fast  and the item was well-packaged.
71,24,11,2025-07-28,3,"Good quality, but could be cheaper."
72,29,4,2023-05-29,5,The  build quality is impressive.
73,68,19,2025-05-05,5,"I love this product, will buy again!"
74,59,9,2023-05-16,3,"The product is okay, but the instructions were unclear."
75,22,3,2024-01-13,5,Shipping was fast and the item was well-packaged.
76,9,10,2025-08-31,4,"Great purchase, very satisfied."
77,74,5,2023-03-15,4,"Great purchase,  very satisfied."
78,6,10,2024-12-09,5,Five stars for the quick delivery.
79,84,15,2024-05-28,2,The product arrived  late.
80,98,16,2025-05-24,3,Not worth the money.
81,3,19,2024-09-04,4,Five stars for the quick delivery.
82,78,13,2023-05-02,4,Shipping  was fast and the item was well-packaged.
83,32,11,2025-05-26,4,The quality is  top-notch.
84,40,20,2023-07-17,4,"Good quality, but could be cheaper."
85,17,6,2025-10-25,5,Five stars for the quick delivery.
86,78,3,2025-10-06,5,"Excellent product, highly recommend!"
87,89,17,2023-05-26,3,Not  worth the money.
88,93,19,2025-08-26,4,Exceeded my expectations!
89,60,3,2024-07-08,3,The quality is top-notch.
90,47,17,2025-11-12,4,Five stars for the quick delivery.
91,4,16,2025-09-27,3,"Great purchase, very satisfied."
92,2,16,2023-11-21,3,Not worth the money.
93,60,13,2024-09-05,3,Not worth the money.
94,2,16,2025-03-14,4,The quality is top-notch.
95,16,16,2024-04-07,4,Shipping was fast and the item was well-packaged.
96,19,13,2023-09-02,3,"Good quality, but could be cheaper."
97,64,6,2024-01-19,3,"The product is okay, but the instructions were unclear."
98,96,3,2025-11-20,5,Exceeded my expectations!
99,79,16,2025-01-29,2,"Average experience, nothing special."
100,9,2,2025-06-20,3,Not worth the money.
101,61,18,2024-09-11,5,The build quality is impressive.
102,4,2,2025-08-22,5,"Excellent product, highly recommend!"
103,82,14,2024-11-17,5,The quality is top-notch.
104,96,5,2023-01-06,4,"I love  this product, will buy again!"
105,32,12,2024-08-27,2,The product  arrived late.
106,94,17,2024-02-25,2,"Average experience, nothing special."
107,26,10,2025-02-17,5,Five stars for  the quick delivery.
108,80,17,2023-12-22,5,Five stars for the  quick delivery.
109,38,10,2023-07-25,4,Customer support was very helpful.
110,54,12,2024-08-02,4,Customer  support was very helpful.
111,43,7,2023-11-05,4,Five stars for the quick delivery.
112,87,3,2023-05-26,5,"Excellent product, highly recommend!"
113,27,9,2024-03-31,2,Disappointed with the performance.
114,52,19,2025-05-04,2,"Average experience, nothing special."
115,82,9,2023-09-28,4,Five stars for the quick delivery.
116,70,18,2023-07-23,4,The quality is top-notch.
117,20,14,2025-04-19,4,Customer support was very helpful.
118,59,6,2024-05-01,1,The product arrived late.
119,34,5,2025-09-06,4,"Great purchase, very  satisfied."
120,3,20,2024-08-18,4,The quality is top-notch.
121,91,1,2025-11-02,2,"Good quality, but could be cheaper."
122,83,14,2024-09-27,2,Not worth the money.
123,93,1,2025-09-22,4,"Good quality, but could be cheaper."
124,36,16,2023-07-17,5,Customer support was very helpful.
125,55,11,2025-12-20,5,"I love this product, will buy again!"
126,32,10,2024-08-12,5,Exceeded my expectations!
127,47,8,2025-03-25,4,"Great purchase, very satisfied."
128,71,20,2023-12-13,2,"Average experience, nothing special."
129,46,13,2025-02-14,4,"Good quality, but could be cheaper."
130,88,3,2025-09-22,5,"Great  purchase, very satisfied."
131,42,5,2023-06-16,5,Amazing value for the price.
132,21,7,2025-11-13,2,Product did not meet my expectations.
133,40,4,2025-05-24,4,The quality is top-notch.
134,74,4,2024-03-27,3,"Good quality, but could  be cheaper."
135,48,14,2023-06-08,4,"I love this product, will buy again!"
136,17,3,2025-03-27,5,Amazing value for  the price.
137,88,6,2023-03-02,4,"Good quality, but could  be cheaper."
138,28,15,2023-01-18,5,Five stars for the quick delivery.
139,36,16,2023-04-20,4,Customer support was very helpful.
140,53,18,2023-12-03,3,"Good quality, but could be cheaper."
141,98,9,2024-10-15,5,Amazing value for the  price.
142,15,7,2023-08-04,5,"Excellent product, highly recommend!"
143,3,12,2023-04-12,3,"Average experience, nothing special."
144,27,15,2025-08-16,4,The build quality is impressive.
145,27,10,2024-03-05,3,"The  product is okay, but the instructions were unclear."
146,5,13,2025-01-09,4,"I love this product, will buy again!"
147,100,20,2025-01-25,2,"Average experience, nothing special."
148,17,18,2024-11-05,1,"Average experience, nothing special."
149,50,3,2023-12-20,4,The quality is top-notch.
150,4,15,2024-06-18,5,"I love this product, will buy  again!"
151,21,19,2023-10-30,3,"Good quality, but could be cheaper."
152,32,16,2025-12-15,3,"Good quality, but  could be cheaper."
153,95,11,2023-11-06,5,Amazing value for the price.
154,3,12,2023-12-19,4,The quality is top-notch.
155,89,3,2025-12-10,4,Customer support was very helpful.
156,5,7,2025-01-26,5,The build quality is impressive.
157,10,17,2025-10-14,2,The product arrived late.
158,37,2,2024-04-16,5,"Great purchase, very satisfied."
159,23,12,2023-09-01,5,"I love this product,  will buy again!"
160,71,9,2024-01-02,2,Not worth the money.
161,9,18,2025-08-05,2,The product arrived  late.
162,64,20,2023-07-25,3,"Average experience, nothing special."
163,89,7,2023-05-27,5,The quality is top-notch.
164,25,19,2024-03-16,2,Product did not  meet my expectations.
165,97,3,2025-06-03,4,The quality is top-notch.
166,87,3,2023-11-01,3,"Good  quality, but could be cheaper."
167,28,16,2023-08-02,2,Product did not meet  my expectations.
168,72,2,2025-12-13,3,Customer support was very helpful.
169,26,8,2025-09-28,5,Five stars for the quick  delivery.
170,53,13,2024-06-23,5,The build quality is impressive.
171,2,16,2024-02-16,3,Not worth the money.
172,79,2,2024-11-23,3,Not worth the money.
173,15,16,2025-05-30,5,Customer support was very helpful.
174,91,8,2024-06-23,4,"I love this product, will buy again!"
175,3,6,2024-11-02,3,"Good quality, but could be cheaper."
176,21,11,2023-11-23,3,"The product is okay, but the instructions were unclear."
177,93,19,2025-07-03,4,"I love this product, will buy again!"
178,17,20,2025-05-25,4,The quality is  top-notch.
179,46,20,2025-11-26,4,"Great purchase, very satisfied."
180,77,5,2023-03-08,4,"Great purchase,  very satisfied."
181,4,3,2024-08-09,4,The build quality is impressive.
182,21,11,2024-03-08,5,"Excellent product, highly recommend!"
183,13,5,2025-06-08,4,"Great purchase, very satisfied."
184,59,5,2024-12-29,4,Shipping was fast and the item was well-packaged.
185,8,6,2023-11-13,2,Product did not meet my expectations.
186,22,13,2023-02-17,4,The quality is top-notch.
187,58,18,2025-05-01,4,The quality is top-notch.
188,70,5,2025-09-19,5,Exceeded my expectations!
189,83,7,2025-03-13,2,The product  arrived late.
190,83,3,2023-08-10,3,"Good quality, but could be cheaper."
191,68,3,2024-09-05,4,"Great purchase,  very satisfied."
192,42,17,2023-08-04,5,"Excellent product, highly recommend!"
193,84,20,2024-06-21,3,"The product is okay, but the instructions were  unclear."
194,7,7,2025-05-19,1,The product arrived late.
195,75,5,2023-10-25,5,Amazing value for the price.
196,91,2,2023-10-29,3,"Average experience, nothing special."
197,51,15,2024-11-27,4,"I love this product,  will buy again!"
198,57,8,2023-08-27,5,Five stars for the quick delivery.
199,6,13,2024-08-20,5,The  quality is top-notch.
200,30,17,2025-01-09,3,"Good quality, but could be cheaper."
201,59,6,2023-05-23,2,Not worth the money.
202,33,9,2023-09-06,5,Amazing value for the price.
203,66,18,2023-11-22,3,"Average experience, nothing special."
204,95,14,2024-11-29,4,"Great purchase, very  satisfied."
205,88,12,2023-04-06,5,Amazing value for the price.
206,72,14,2023-08-22,4,Shipping was fast and the item was well-packaged.
207,95,18,2025-06-07,4,"I love this product, will buy again!"
208,94,8,2023-03-25,4,"Great purchase, very satisfied."
209,70,8,2025-11-05,3,"Average experience, nothing special."
210,28,1,2023-12-10,2,The product arrived late.
211,84,12,2025-03-07,4,Five stars for the quick delivery.
212,87,10,2023-01-03,1,"Terrible customer service, would not buy again."
213,7,13,2024-04-09,5,Shipping was fast and  the item was well-packaged.
214,53,18,2025-04-13,3,Five stars for the quick delivery.
215,55,10,2024-01-07,2,Product did not meet my expectations.
216,49,7,2023-11-14,3,"The product is okay, but the instructions were unclear."
217,62,11,2023-08-19,5,Amazing value  for the price.
218,35,8,2024-09-14,4,The quality is top-notch.
219,90,9,2023-02-18,4,Five stars for the quick delivery.
220,78,9,2025-08-12,2,Disappointed with the performance.
221,26,2,2024-10-21,4,The build quality is impressive.
222,54,14,2024-02-28,5,Customer support was very helpful.
223,37,16,2023-07-31,5,Exceeded my expectations!
224,68,15,2023-03-27,4,"Great purchase,  very satisfied."
225,80,1,2025-09-08,3,"The product is okay, but the instructions were unclear."
226,60,9,2023-08-23,2,The product arrived late.
227,74,11,2024-08-10,4,"Good  quality, but could be cheaper."
228,20,19,2025-10-23,2,"The product is okay, but the instructions were unclear."
229,69,12,2023-02-07,4,The  quality is top-notch.
230,54,11,2023-10-19,2,The product arrived late.
231,15,16,2025-04-15,5,Five stars for the quick delivery.
232,17,3,2025-10-11,5,Five stars for the quick delivery.
233,81,4,2024-11-14,2,The product arrived late.
234,80,9,2023-03-06,5,The build quality is impressive.
235,54,3,2024-03-18,4,Customer support was very helpful.
236,55,16,2025-03-03,5,"Great purchase, very satisfied."
237,44,2,2025-09-29,4,The quality is top-notch.
238,47,9,2023-04-18,4,"Great purchase, very satisfied."
239,45,9,2024-01-28,5,Exceeded my expectations!
240,20,16,2024-11-09,5,Five stars for the quick delivery.
241,61,15,2024-04-22,4,Five stars for the quick delivery.
242,20,20,2025-06-07,4,The quality is top-notch.
243,24,11,2023-02-17,1,I had a bad experience with this product.
244,36,4,2023-08-25,4,"Great purchase, very satisfied."
245,50,3,2023-03-23,3,"Good quality, but could be cheaper."
246,71,12,2023-07-23,4,The  quality is top-notch.
247,28,6,2025-11-24,5,"Excellent product, highly  recommend!"
248,81,6,2023-07-15,3,"Good quality, but could be cheaper."
249,75,2,2023-01-04,1,"Not  satisfied, the product broke after a week."
250,22,11,2023-09-21,1,The product stopped working after a month.
251,16,2,2024-02-01,4,"Good quality, but could be cheaper."
252,6,6,2025-03-18,5,The build quality is  impressive.
253,75,15,2024-08-03,3,"Great purchase, very satisfied."
254,30,19,2025-12-31,3,"Average experience, nothing special."
255,13,16,2024-01-23,5,"I love this product, will buy again!"
256,91,3,2024-02-11,4,"Good quality, but could be cheaper."
257,84,13,2023-10-03,3,"Average experience, nothing  special."
258,34,7,2025-05-13,4,"Great  purchase, very satisfied."
259,75,2,2023-08-24,3,"The product is okay, but the instructions were unclear."
260,44,18,2024-03-07,3,"Average experience, nothing special."
261,29,12,2024-10-15,4,Customer support was very helpful.
262,45,7,2024-07-07,5,Five stars for  the quick delivery.
263,47,8,2024-10-21,4,Customer support was very helpful.
264,96,18,2025-08-19,4,Shipping was fast and the  item was well-packaged.
265,22,19,2024-05-14,4,"I love this product, will buy again!"
266,62,5,2025-02-22,5,"Excellent product,  highly recommend!"
267,55,19,2023-12-01,3,"The product is  okay, but the instructions were unclear."
268,98,17,2023-10-28,5,The build quality  is impressive.
269,75,4,2023-11-18,4,The quality is top-notch.
270,46,6,2023-09-25,1,The color was different from what was shown.
271,21,17,2025-08-08,5,The  build quality is impressive.
272,39,17,2023-03-26,5,Shipping was fast and the item was well-packaged.
273,10,2,2024-10-09,5,Shipping was fast and the item was well-packaged.
274,93,11,2023-04-07,5,"I love this product, will buy again!"
275,45,12,2023-04-03,4,Five stars for the quick delivery.
276,86,1,2025-01-29,5,The quality is top-notch.
277,22,6,2025-03-21,4,The quality is top-notch.
278,80,20,2023-03-01,5,Amazing value for the price.
279,86,5,2023-07-21,5,Customer support was very helpful.
280,68,19,2023-11-09,4,"Good quality, but could be cheaper."
281,71,5,2025-11-19,4,"I love this product, will buy again!"
282,59,5,2023-02-17,3,"Average experience, nothing special."
283,87,13,2023-02-14,5,"I love this product, will buy again!"
284,89,13,2023-09-01,4,"Great purchase, very satisfied."
285,29,3,2023-08-25,4,"Good quality, but could  be cheaper."
286,53,16,2023-05-04,5,"I love this product, will buy again!"
287,75,6,2025-02-14,5,"I love this product, will  buy again!"
288,68,17,2024-06-21,5,"Excellent product, highly recommend!"
289,87,15,2023-10-04,5,Customer support was  very helpful.
290,20,14,2024-09-23,2,"Average experience, nothing special."
291,17,7,2025-12-06,5,"I love this product, will buy again!"
292,15,7,2025-10-19,5,Customer support was very helpful.
293,25,13,2023-02-14,3,Not worth  the money.
294,63,13,2023-11-09,3,Not worth the money.
295,61,6,2024-10-13,3,"The product is okay, but the instructions were unclear."
296,85,18,2023-12-13,4,The  quality is top-notch.
297,92,16,2023-08-06,3,"Average experience, nothing special."
298,41,15,2025-06-13,4,Five stars for the quick delivery.
299,93,13,2024-02-01,1,Product did not meet my expectations.
300,22,18,2023-05-09,2,Disappointed with the performance.
301,6,7,2023-05-30,4,"I love this product, will buy again!"
302,64,19,2024-10-08,5,The quality is top-notch.
303,20,10,2024-04-25,4,"Great purchase, very satisfied."
304,66,14,2023-02-01,3,"Average  experience, nothing special."
305,87,7,2023-08-25,4,Customer support was very helpful.
306,52,8,2025-07-19,3,"Average experience, nothing special."
307,63,16,2025-01-08,5,Exceeded my expectations!
308,90,14,2023-04-02,5,Shipping was fast and the item was well-packaged.
309,70,11,2023-02-02,3,"Good quality, but could be cheaper."
310,40,1,2024-11-30,5,Exceeded my expectations!
311,52,11,2023-11-14,4,Shipping was fast and the item was well-packaged.
312,90,3,2023-11-05,2,The product arrived late.
313,13,3,2024-01-14,4,"I  love this product, will buy again!"
314,22,17,2025-10-06,2,Product did not meet my expectations.
315,32,7,2025-06-13,4,The quality is top-notch.
316,48,4,2025-08-15,5,Five stars for the quick  delivery.
317,15,6,2023-08-04,3,"The product is okay, but the instructions were unclear."
318,97,4,2023-12-15,4,"Good quality, but could be cheaper."
319,86,6,2024-12-11,5,Shipping was fast and the item was well-packaged.
320,79,17,2023-02-24,4,The quality is top-notch.
321,58,12,2024-04-17,4,"Good quality, but could be cheaper."
322,76,13,2024-12-01,4,"Great  purchase, very satisfied."
323,47,4,2023-04-24,4,Shipping was  fast and the item was well-packaged.
324,89,5,2024-07-08,4,Shipping was fast and the item  was well-packaged.
325,78,6,2023-04-17,4,"Good quality, but could be cheaper."
326,17,14,2024-06-15,4,The quality is top-notch.
327,95,8,2023-08-25,4,The quality is top-notch.
328,100,13,2024-02-20,2,Not worth the money.
329,6,9,2024-12-07,3,The quality is top-notch.
330,22,14,2023-03-18,4,The quality is top-notch.
331,68,4,2023-08-17,5,"I love this product, will buy again!"
332,2,10,2024-11-06,5,The build quality is impressive.
333,87,5,2024-06-02,4,"I love this product, will buy again!"
334,70,9,2025-04-14,5,Five stars for the quick  delivery.
335,75,14,2024-03-12,5,"Great purchase, very satisfied."
336,8,8,2024-02-07,2,The product arrived late.
337,32,19,2024-05-22,3,"The product is okay, but the instructions were unclear."
338,98,4,2023-01-22,2,The product arrived late.
339,38,2,2025-01-11,5,Exceeded my  expectations!
340,95,17,2025-09-16,5,"I love this product, will buy again!"
341,62,3,2024-11-04,2,Not worth the money.
342,19,4,2025-06-15,4,The build quality is impressive.
343,84,4,2025-04-13,3,"Average experience, nothing special."
344,21,10,2025-11-02,3,Not worth the money.
345,48,4,2024-07-24,4,"I love this product, will buy again!"
346,84,15,2025-06-27,5,The build quality is impressive.
347,75,16,2025-08-19,1,Disappointed  with the performance.
348,52,13,2024-03-05,2,Not worth the money.
349,26,11,2024-11-19,3,"I love this product, will buy again!"
350,57,6,2025-08-22,3,Not  worth the money.
351,55,5,2023-05-02,3,"The product is okay, but  the instructions were unclear."
352,43,11,2025-12-22,3,"Average experience, nothing special."
353,36,15,2025-09-08,5,"Great  purchase, very satisfied."
354,50,18,2024-01-03,2,"Average experience, nothing special."
355,59,9,2024-03-04,2,"Average experience, nothing special."
356,86,14,2023-11-23,1,The product arrived late.
357,1,3,2024-04-01,4,Five stars for the quick delivery.
358,13,15,2023-11-20,3,"Average experience, nothing special."
359,79,15,2024-05-04,5,Amazing value for the price.
360,33,15,2025-09-09,5,"Excellent product, highly recommend!"
361,71,7,2024-02-12,5,"Excellent product, highly recommend!"
362,33,11,2024-02-11,3,"The product is okay, but the instructions were unclear."
363,17,15,2025-04-15,4,"Good quality, but could be cheaper."
364,46,8,2024-04-26,5,The build quality is impressive.
365,90,20,2025-10-24,3,"Good quality, but could be  cheaper."
366,46,7,2023-11-14,5,Shipping was fast and the item was well-packaged.
367,96,1,2024-07-02,3,Not worth the  money.
368,34,8,2025-05-11,1,"Not satisfied, the product broke after a week."
369,48,4,2024-12-19,4,Customer support was very helpful.
370,73,6,2023-04-13,4,The quality is top-notch.
371,29,1,2024-01-20,2,Product did not meet my expectations.
372,91,6,2023-05-10,4,"I love this product, will  buy again!"
373,92,14,2025-07-12,1,"Average experience, nothing special."
374,89,12,2023-02-08,1,The product  stopped working after a month.
375,73,4,2024-12-16,5,The build quality is impressive.
376,38,6,2023-07-03,3,"Good quality,  but could be cheaper."
377,77,4,2023-11-29,5,"Excellent product, highly recommend!"
378,64,9,2024-03-20,2,The product arrived  late.
379,62,4,2023-01-27,5,The  quality is top-notch.
380,52,4,2024-02-23,4,"I love  this product, will buy again!"
381,45,4,2024-01-24,3,"Good quality, but  could be cheaper."
382,38,7,2023-09-03,4,"Good quality,  but could be cheaper."
383,54,13,2024-09-05,5,Amazing value for the price.
384,20,3,2025-06-04,3,Not worth the money.
385,81,5,2023-06-09,4,Five stars for the quick delivery.
386,86,5,2024-04-09,3,"Good quality, but could be cheaper."
387,42,14,2025-03-29,5,Shipping was fast and the  item was well-packaged.
388,99,1,2025-12-10,1,Disappointed with the performance.
389,14,2,2024-09-14,5,"Excellent product, highly recommend!"
390,30,10,2023-05-22,3,"Good quality, but could be cheaper."
391,98,20,2024-01-05,3,"Average experience, nothing special."
392,93,11,2023-06-29,5,Amazing value for the price.
393,6,20,2024-04-18,2,Product did not meet my expectations.
394,7,4,2024-10-19,3,"The product is okay, but the instructions were unclear."
395,35,9,2025-04-12,4,The quality is top-notch.
396,75,6,2025-09-12,3,"Good  quality, but could be cheaper."
397,11,14,2024-04-23,4,The quality is top-notch.
398,17,7,2023-09-02,5,"I love this product, will buy again!"
399,68,1,2024-07-21,3,"Average experience, nothing special."
400,42,10,2023-06-30,3,Not worth the money.
401,93,18,2024-04-13,4,"Good quality, but could be cheaper."
402,68,12,2025-12-16,4,The build quality is impressive.
403,53,14,2023-06-18,3,"Good quality, but  could be cheaper."
404,90,7,2025-06-04,4,The quality is top-notch.
405,43,4,2025-09-10,5,Exceeded my  expectations!
406,11,9,2025-12-15,5,Exceeded my expectations!
407,79,11,2023-01-12,2,Disappointed with the  performance.
408,17,4,2023-12-12,5,The build quality is impressive.
409,59,19,2023-02-22,5,"I love this product, will buy  again!"
410,83,1,2023-01-11,1,Product did not meet my expectations.
411,32,15,2023-03-05,3,"The product is okay, but the  instructions were unclear."
412,83,7,2024-05-10,4,Customer support was very helpful.
413,60,12,2023-08-24,5,The build quality is impressive.
414,59,14,2025-07-31,4,"I love this product, will buy again!"
415,97,8,2025-06-04,2,Disappointed with the  performance.
416,15,17,2023-04-19,5,The quality is top-notch.
417,9,16,2024-11-28,3,Not worth the money.
418,94,2,2025-03-02,1,"Not satisfied, the product broke after a  week."
419,68,6,2025-09-01,1,The color was different from what was shown.
420,18,11,2023-06-10,5,"I love this  product, will buy again!"
421,75,13,2025-08-18,5,The quality is top-notch.
422,81,17,2025-09-30,4,The quality is top-notch.
423,76,18,2023-08-01,2,Product did not meet my expectations.
424,53,11,2024-03-21,4,Customer support was very helpful.
425,89,6,2025-03-04,2,Not worth the money.
426,74,17,2024-04-07,4,Shipping was fast and the item was well-packaged.
427,81,11,2025-08-20,4,Five stars for the quick delivery.
428,58,9,2025-01-17,5,The build  quality is impressive.
429,71,2,2023-06-08,4,Customer  support was very helpful.
430,99,9,2025-08-03,2,"Average experience, nothing special."
431,94,11,2023-02-10,3,Not worth the money.
432,31,18,2025-02-14,4,"I love this product, will buy again!"
433,72,2,2025-06-11,5,The quality is top-notch.
434,7,18,2023-02-25,5,"Great purchase, very satisfied."
435,65,1,2023-02-28,5,Amazing value for the price.
436,11,1,2024-01-03,4,Shipping was fast  and the item was well-packaged.
437,73,4,2023-06-24,5,"Excellent product, highly recommend!"
438,72,20,2023-09-13,5,Five stars for the quick delivery.
439,67,11,2025-11-11,3,"The product is okay, but the instructions were unclear."
440,93,7,2023-07-22,3,Not worth the money.
441,12,6,2023-09-03,1,Product did  not meet my expectations.
442,28,8,2025-04-06,1,The product stopped working after a month.
443,37,13,2024-01-19,3,"Good quality, but could be cheaper."
444,22,16,2023-10-20,5,The build quality is impressive.
445,25,14,2023-05-27,3,"Good quality, but could be cheaper."
446,84,14,2025-06-10,5,The quality is top-notch.
447,38,2,2024-08-19,4,Shipping  was fast and the item was well-packaged.
448,75,12,2025-12-25,4,"Excellent product, highly recommend!"
449,43,14,2024-03-10,5,Shipping was fast and the item was well-packaged.
450,92,4,2024-08-04,5,Amazing value for the price.
451,68,11,2023-04-18,5,"Excellent product, highly recommend!"
452,42,19,2024-08-28,4,"Good quality, but could be cheaper."
453,100,2,2023-04-23,4,Customer support was very helpful.
454,27,9,2025-09-17,4,Customer support  was very helpful.
455,79,20,2024-07-30,3,"The product is okay, but the instructions were unclear."
456,2,1,2024-01-09,2,Product did not meet my expectations.
